caseid,art,female,married,kid5,phd,mentor,arttrunc,kid5_0,kid5_1,kid5_2plus,kid5cat,male,phdadeq,phdcat,phdelite,phdgood,phdstrong,profage
359,1,Female,Married,1,2.6099999,6,1,No,Yes,No,1-kid,Female,No,Good,No,Yes,No,17.850384
817,4,Female,Married,0,4.25,13,4,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,20.443651
489,1,Female,Married,1,3.54,14,1,No,Yes,No,1-kid,Female,No,Strong,No,No,Yes,11.700433
866,5,Female,Married,0,4.54,15,5,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,10.947196
719,3,Female,Married,1,4.6199999,14,3,No,Yes,No,1-kid,Female,No,Elite,Yes,No,No,15.591232
176,0,Female,Single,0,3.6900001,2,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,14.404702
347,1,Female,Married,0,3.5899999,5,1,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,11.228354
163,0,Female,Married,1,1.22,11,,No,Yes,No,1-kid,Female,Yes,Adequate,No,No,No,16.370089
696,2,Female,Single,0,2.5799999,2,2,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,17.382996
168,0,Female,Married,0,1.86,6,,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,16.902517
443,1,Female,Married,1,2.3900001,9,1,No,Yes,No,1-kid,Female,No,Good,No,Yes,No,15.098763
398,1,Female,Married,0,1.25,5,1,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,10.561217
656,2,Female,Married,0,4.3400002,11,2,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,12.868033
172,0,Female,Married,0,4.29,1,,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,12.855932
617,2,Female,Married,0,4.54,9,2,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,12.689411
283,1,Female,Married,1,3.75,7,1,No,Yes,No,1-kid,Female,No,Strong,No,No,Yes,15.348583
329,1,Female,Married,0,3.4000001,14,1,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,18.107466
27,0,Female,Married,1,3.54,8,,No,Yes,No,1-kid,Female,No,Strong,No,No,Yes,11.40263
497,1,Female,Single,0,3.4000001,7,1,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,15.571437
82,0,Female,Married,1,3.54,1,,No,Yes,No,1-kid,Female,No,Strong,No,No,Yes,19.811464
762,3,Female,Married,0,4.6199999,10,3,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,16.249693
314,1,Female,Married,1,3.3199999,24,1,No,Yes,No,1-kid,Female,No,Strong,No,No,Yes,17.379595
650,2,Female,Married,0,3.75,4,2,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,11.184423
742,3,Female,Married,1,4.6199999,49,3,No,Yes,No,1-kid,Female,No,Elite,Yes,No,No,15.020808
688,2,Female,Single,0,1.4,0,2,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,16.387634
10,0,Female,Married,0,1.25,0,,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,11.142354
13,0,Female,Married,1,3.6900001,3,,No,Yes,No,1-kid,Female,No,Strong,No,No,Yes,12.948171
418,1,Female,Married,2,2.8599999,7,1,No,No,Yes,2-3-kids,Female,No,Good,No,Yes,No,13.484235
584,2,Female,Single,0,4.6199999,14,2,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,15.583782
608,2,Female,Married,0,3.75,0,2,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,15.591614
837,4,Female,Married,0,3.1900001,7,4,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,16.254389
286,1,Female,Single,0,2,2,1,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,13.817979
190,0,Female,Married,0,1.83,2,,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,15.897795
281,1,Female,Single,0,3.3599999,6,1,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,12.745356
882,6,Female,Married,0,4.29,24,6,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,15.26232
277,1,Female,Married,1,1.76,4,1,No,Yes,No,1-kid,Female,Yes,Adequate,No,No,No,12.471211
406,1,Female,Married,0,4.54,2,1,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,13.91637
730,3,Female,Single,0,4.6199999,22,3,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,12.230931
889,6,Female,Single,0,3.1500001,9,6,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,17.184868
899,7,Female,Single,0,3.1500001,9,7,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,18.576363
92,0,Female,Married,0,2.76,0,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,15.769562
108,0,Female,Single,0,2.05,6,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,16.189877
367,1,Female,Single,0,1.255,0,1,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,16.899176
337,1,Female,Married,2,3.54,17,1,No,No,Yes,2-3-kids,Female,No,Strong,No,No,Yes,17.148113
618,2,Female,Single,0,2.55,36,2,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,11.560715
655,2,Female,Married,1,3.5899999,2,2,No,Yes,No,1-kid,Female,No,Strong,No,No,Yes,19.5242
404,1,Female,Married,0,1.95,3,1,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,13.697062
153,0,Female,Single,0,2.3900001,10,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,16.576975
693,2,Female,Single,0,4.54,23,2,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,14.270784
366,1,Female,Married,0,2,5,1,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,16.202379
249,0,Female,Single,0,1.25,2,,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,17.894112
98,0,Female,Single,0,3.6199999,7,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,18.401953
244,0,Female,Married,0,3.1500001,7,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,13.323963
842,4,Female,Married,0,3.4100001,4,4,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,17.745651
396,1,Female,Married,3,3.1900001,9,1,No,No,Yes,2-3-kids,Female,No,Strong,No,No,Yes,16.155025
121,0,Female,Married,0,3.47,1,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,11.578568
400,1,Female,Married,0,4.6199999,4,1,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,16.259188
646,2,Female,Married,1,3.21,7,2,No,Yes,No,1-kid,Female,No,Strong,No,No,Yes,15.086
894,6,Female,Single,0,3.3199999,6,6,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,19.237951
259,0,Female,Married,0,2.96,7,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,15.407546
532,2,Female,Married,1,1.74,4,2,No,Yes,No,1-kid,Female,Yes,Adequate,No,No,No,13.593293
292,1,Female,Married,0,4.29,11,1,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,18.096586
294,1,Female,Married,0,2.8699999,5,1,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,15.075312
37,0,Female,Single,0,1.75,0,,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,19.149033
213,0,Female,Married,1,3.5899999,8,,No,Yes,No,1-kid,Female,No,Strong,No,No,Yes,13.90689
825,4,Female,Married,0,3.21,14,4,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,16.571632
673,2,Female,Single,0,3.1900001,4,2,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,15.300932
207,0,Female,Married,0,2.6099999,3,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,12.907575
206,0,Female,Married,2,2.1199999,1,,No,No,Yes,2-3-kids,Female,No,Good,No,Yes,No,15.737496
56,0,Female,Single,0,2.1199999,11,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,16.322468
397,1,Female,Single,0,2.21,2,1,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,16.281799
362,1,Female,Single,0,3.6900001,18,1,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,13.722591
579,2,Female,Married,2,1.22,4,2,No,No,Yes,2-3-kids,Female,Yes,Adequate,No,No,No,13.104202
504,1,Female,Married,1,2.8599999,2,1,No,Yes,No,1-kid,Female,No,Good,No,Yes,No,13.978821
640,2,Female,Single,0,4.29,21,2,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,12.377214
871,5,Female,Married,0,4.6199999,0,5,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,16.600327
657,2,Female,Single,0,2.8699999,9,2,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,16.5105
706,3,Female,Married,1,3.5899999,3,3,No,Yes,No,1-kid,Female,No,Strong,No,No,Yes,12.790392
189,0,Female,Single,0,.755,0,,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,8.7279606
113,0,Female,Married,1,3.3599999,2,,No,Yes,No,1-kid,Female,No,Strong,No,No,Yes,9.5394058
513,1,Female,Married,0,1.95,11,1,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,13.235808
701,3,Female,Single,0,3.75,0,3,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,15.896011
61,0,Female,Single,0,2.8599999,6,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,10.686514
755,3,Female,Married,0,3.1500001,4,3,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,10.748371
822,4,Female,Single,0,2.8599999,39,4,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,17.516193
746,3,Female,Single,0,2.05,5,3,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,22.937901
174,0,Female,Single,0,1.76,10,,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,15.46154
173,0,Female,Single,0,2.52,1,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,14.996405
170,0,Female,Married,0,3.6900001,7,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,17.040157
110,0,Female,Married,2,3.3599999,2,,No,No,Yes,2-3-kids,Female,No,Strong,No,No,Yes,17.524921
196,0,Female,Single,0,2.8699999,15,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,10.646776
165,0,Female,Single,0,3.5899999,18,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,11.380634
164,0,Female,Single,0,2.0999999,9,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,17.390162
162,0,Female,Single,0,3.75,1,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,12.231136
21,0,Female,Married,0,2.26,6,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,12.120393
402,1,Female,Married,0,3.1500001,9,1,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,18.624609
326,1,Female,Single,0,3.1900001,11,1,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,18.743244
159,0,Female,Single,0,2.8599999,11,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,14.559843
859,5,Female,Single,0,3.5899999,14,5,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,15.140099
644,2,Female,Single,0,3.5899999,11,2,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,12.541654
480,1,Female,Married,0,4.6199999,18,1,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,11.709995
63,0,Female,Single,0,3.75,4,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,13.856669
145,0,Female,Single,0,2,2,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,19.22385
248,0,Female,Single,0,2.3900001,15,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,7.8570457
148,0,Female,Single,0,2,2,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,13.805103
470,1,Female,Single,0,2.05,13,1,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,11.242112
776,3,Female,Married,0,4.6199999,14,3,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,9.5859232
215,0,Female,Married,0,3.5899999,1,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,18.452812
501,1,Female,Single,0,4.54,19,1,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,12.457084
146,0,Female,Married,2,3.4100001,5,,No,No,Yes,2-3-kids,Female,No,Strong,No,No,Yes,14.12033
135,0,Female,Single,0,2.1199999,9,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,21.809801
361,1,Female,Married,0,4.29,21,1,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,14.865503
131,0,Female,Single,0,2.52,2,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,17.590504
130,0,Female,Married,0,1.8099999,5,,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,18.842634
462,1,Female,Single,0,4.6199999,5,1,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,11.471294
20,0,Female,Single,0,4.29,9,,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,10.167465
198,0,Female,Married,2,3.1900001,0,,No,No,Yes,2-3-kids,Female,No,Strong,No,No,Yes,17.440109
376,1,Female,Single,0,2,10,1,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,21.147236
210,0,Female,Married,0,2.3900001,0,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,14.09615
301,1,Female,Single,0,2.3199999,15,1,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,17.874691
757,3,Female,Single,0,4.54,3,3,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,12.80235
710,3,Female,Married,0,3.4100001,19,3,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,15.167808
751,3,Female,Married,0,2.96,22,3,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,13.917959
188,0,Female,Single,0,4.29,12,,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,13.55137
112,0,Female,Single,0,2.1199999,0,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,13.652013
427,1,Female,Single,0,3.75,24,1,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,17.832054
453,1,Female,Single,0,2.51,1,1,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,20.036379
87,0,Female,Single,0,4.29,35,,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,14.019265
104,0,Female,Married,0,3.1900001,4,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,17.321251
111,0,Female,Married,0,3.47,11,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,17.159445
408,1,Female,Married,0,3.8499999,29,1,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,17.429543
654,2,Female,Married,0,3.0899999,1,2,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,16.489052
604,2,Female,Single,0,3.4100001,14,2,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,15.55127
428,1,Female,Single,0,2.05,17,1,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,13.246419
40,0,Female,Married,0,3.75,5,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,15.434456
81,0,Female,Single,0,2.0999999,2,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,14.9689
827,4,Female,Single,0,3.3399999,11,4,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,13.719092
627,2,Female,Married,2,2.5799999,3,2,No,No,Yes,2-3-kids,Female,No,Good,No,Yes,No,13.741399
75,0,Female,Married,0,1.28,4,,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,10.75676
186,0,Female,Married,1,4.6199999,15,,No,Yes,No,1-kid,Female,No,Elite,Yes,No,No,12.533559
70,0,Female,Single,0,1.005,0,,Yes,No,No,0-kids,Female,Yes,Adequate,No,No,No,15.722481
525,2,Female,Married,0,4.54,10,2,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,18.600361
197,0,Female,Married,0,2.96,0,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,13.794506
271,0,Female,Married,0,2.5799999,0,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,15.739502
119,0,Female,Single,0,2.1199999,11,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,13.323371
517,1,Female,Married,2,4.29,13,1,No,No,Yes,2-3-kids,Female,No,Elite,Yes,No,No,12.054348
341,1,Female,Single,0,3.5899999,3,1,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,12.0888
36,0,Female,Single,0,2,0,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,11.202161
49,0,Female,Single,0,4.54,14,,Yes,No,No,0-kids,Female,No,Elite,Yes,No,No,13.54054
152,0,Female,Married,0,3.5899999,12,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,13.93065
615,2,Female,Single,0,3.1900001,5,2,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,14.607598
668,2,Female,Married,2,3.5899999,11,2,No,No,Yes,2-3-kids,Female,No,Strong,No,No,Yes,13.173347
843,4,Female,Single,0,3.5899999,9,4,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,15.523251
580,2,Female,Single,0,2.54,4,2,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,11.125698
19,0,Female,Single,0,3.3599999,7,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,13.084317
319,1,Female,Single,0,2.0999999,8,1,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,16.534691
413,1,Female,Married,1,2.1199999,9,1,No,Yes,No,1-kid,Female,No,Good,No,Yes,No,12.904445
369,1,Female,Single,0,3.8499999,2,1,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,14.437528
876,5,Female,Single,0,2.5799999,6,5,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,19.715298
177,0,Female,Single,0,3.75,14,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,11.526567
187,0,Female,Single,0,2.76,4,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,17.721756
16,0,Female,Single,0,3.0899999,1,,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,9.9794331
316,1,Female,Single,0,2.8699999,6,1,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,16.13731
17,0,Female,Married,0,2,7,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,11.645474
250,0,Female,Single,0,2.76,1,,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,18.873886
551,2,Female,Single,0,3.75,5,2,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,15.747674
318,1,Female,Single,0,2.25,7,1,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,14.675564
371,1,Female,Single,0,3.47,3,1,Yes,No,No,0-kids,Female,No,Strong,No,No,Yes,8.2238865
