cd_a,ent,con,upm,v_sel,n_hog,h_mud,per,d_sem,n_pro_viv,n_ren,nom,sex,eda,r_pre,fecha_e,hora_ini_e,hora_ter_e,r_def,fecha_s,hora_ini_s,hora_ter_s,obs_caratu,p1,p11,p12_1,p12_2,p12_3,p12_4,p12_5,p12_6,p12_7,p12_8,p12_9,p12_99,p12_des,p13,p14,p14_des,p15,p16,p16_des,p17,p18,p19_1,p19_1_des,p19_2,p19_2_des,p19_9,p20,p21,p22,p23_des,obs,fac,clase2,loc,mun,est,est_d,ageb,t_loc,n_ent,c_res,par_c,nac_dia,nac_mes,nac_anio,l_nac_c,cs_p12,cs_p13_1,cs_p13_2,cs_p14_c,cs_p15,cs_p16,cs_p17,n_hij,e_con,cs_ad_mot,cs_p20_des,cs_ad_des,cs_nr_mot,cs_p22_des,cs_nr_ori,ur,zona,salario,clase1,clase3,pos_ocu,seg_soc,rama,c_ocu11c,ing7c,dur9c,emple7c,medica5c,buscar5c,rama_est1,rama_est2,dur_est,ambito1,ambito2,tue1,tue2,tue3,busqueda,d_ant_lab,d_cexp_est,dur_des,sub_o,s_clasifi,remune2c,pre_asa,tip_con,dispo,nodispo,c_inac5c,pnea_est,niv_ins,eda5c,eda7c,eda12c,eda19c,hij5c,domestico,anios_esc,hrsocup,ingocup,ing_x_hrs,tpg_p8a,tcco,cp_anoc,imssissste,ma48me1sm,p14apoyos,scian,t_tra,emp_ppal,tue_ppal,trans_ppal,mh_fil2,mh_col,sec_ins,cuenta,sex_fem,jefe_hog
41,23,332,191,3,1,0,212,211,88,1,-,1,48,0,130612,2030,2100,0,130612,2030,2100,P3 DEL TRAB.4 NO RECUERDA EL MES P.3.YP.4 2.2. NO RECUERDA EL MES,4,65,,,,,,,,8,,,TIENE UN RANCHO CON GANADO,1,8,COMPRA GANADO,1,,,1,1,1,BANAMEX,,,,1,1,1,ES UN APOYO ECONOMICO PARA LA VEJEZ,P3 DEL TRAB.4 NO RECUERDA EL MES P.3.YP.4 2.2. NO RECUERDA EL MES,2585,1,1,5,21,275,0,1,3,1,101,29,1,1964,27,1,6,3,1832,2,1,2,,1,,,,,,,1,3,1772,1,1,1,2,4,7,4,8,3,4,2,3,7,5,2,4,3,5,0,2,0,0,0,1,5,2,1,5,0,0,0,0,3,3,4,7,12,0,3,12,70,6000,19.93355,1,0,0,4,0,0,8,1,1,1,0,1,3,8,0,0,1
41,23,333,932,3,1,0,212,211,82,2,-,1,43,0,120612,1142,1217,0,120612,1142,1217,P10 CAMBIO DE DOMICILIO (ESTADO),4,99,,2,,,,,,,,,,1,1,,1,,,2,1,1,GNP,,,,1,1,1,ALGO PARA EL FUTURO CUANDO YA NO PUEDA TRABAJAR,P10 CAMBIO DE DOMICILIO (ESTADO),2854,1,1,5,21,275,0,1,3,1,301,25,2,1969,30,1,3,1,,,,2,,6,,,,,,,1,3,1772,1,1,1,1,3,6,3,6,4,3,4,3,5,4,2,4,1,1,0,2,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,6,11,0,3,7,48,5160,25,0,0,0,1,0,0,7,1,2,2,0,3,4,2,0,0,0
41,23,333,932,5,1,0,212,211,144,2,-,2,46,0,120612,1016,1029,0,120612,1016,1029,PREG.10 ATENDER A MIS HIJOS,2,88,1,,,,,,,,,,,2,,,,1,,1,9,,,,,,,,,NO SABE,PREG.10 ATENDER A MIS HIJOS,3146,1,1,5,21,275,0,1,3,1,201,15,5,1966,31,1,2,6,,,,2,4,5,,,,,,,1,3,1772,1,1,1,1,3,4,2,3,5,3,4,3,5,3,2,5,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,2,3,4,7,12,3,3,6,18,2236,28.888889,0,0,0,1,0,0,6,1,2,2,0,3,2,2,0,1,0
41,23,334,202,1,1,0,212,211,42,4,-,1,24,0,170612,1420,1435,0,170612,1420,1435,,1,50,,2,,,,,,,,,,1,1,,1,,,1,2,,,,,,,,,DINERO GUARDADO POR TU TRABAJO PARA LA VEJEZ,,2431,1,1,5,21,275,0,1,3,1,618,99,5,1988,31,1,3,3,,,,2,,6,,,,,,,1,3,1772,1,1,1,2,3,6,4,8,2,1,4,3,5,5,2,3,1,2,0,2,0,0,0,0,0,1,2,5,0,0,0,0,3,1,2,2,7,0,3,9,72,8600,27.777781,0,0,0,4,0,0,7,1,1,2,0,3,1,4,0,0,0
41,23,334,202,4,1,0,212,211,150,1,-,1,41,0,120612,1903,1918,0,120612,1903,1918,DIO LA INFORMACION RENUENTE Y DUDOSA QUE PORQUE SOLO A EL LE PREGUNTAN SE LE EXPLICA PERO NO LE GUSTA,2,60,,,,,,,,,,99,,2,,,,1,,2,1,1,BANCOMER,,,,1,2,3,NO QUIZO DAR RESPUESTA,DIO LA INFORMACION RENUENTE Y DUDOSA QUE PORQUE SOLO A EL LE PREGUNTAN SE LE EXPLICA PERO NO LE GUSTA,2146,1,1,5,21,275,0,1,3,1,101,14,9,1970,31,1,2,6,,,,2,,6,,,,,,,1,3,1772,1,1,3,2,1,5,3,7,1,1,4,2,4,5,2,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,11,0,3,6,50,4300,20,0,0,1,4,0,0,4,1,1,1,0,1,7,8,0,0,1
41,23,334,202,5,1,0,212,211,165,3,-,2,27,16,230612,1910,1910,0,290612,1820,1934,,2,60,,,,4,,,,,,,,1,1,,1,,,2,1,1,BANCOMER,,,,1,2,3,ES AHORRO PARA LA VEJEZ,,2052,4,1,5,21,275,0,1,3,1,303,3,7,1984,23,1,7,4,3921,3,1,2,0,6,,,,,,,1,3,1772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,4,2,2,3,8,1,8,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
41,23,335,185,2,1,0,212,211,40,3,-,2,29,0,130612,1914,1930,0,130612,1914,1930,,1,88,,,,,,,7,,,,,1,1,,1,,,2,2,,,,,,,,,ES COMO UN SEGURO DE VIDA,,2628,1,1,5,33,279,0,1,3,1,603,99,99,1983,7,1,3,3,,,,2,0,6,,,,,,,1,3,1772,1,1,1,2,4,8,7,6,1,1,4,3,10,4,2,8,3,6,0,2,0,0,0,0,0,1,2,5,0,0,0,0,3,2,2,3,8,1,3,9,48,0,0,0,0,0,4,0,0,19,1,1,2,0,2,1,9,0,1,0
41,23,336,943,4,1,0,212,211,111,4,-,2,18,0,150612,1030,1105,0,150612,1030,1105,,2,50,,,,,,,,8,,,DE UN NEGOCIO,1,1,,2,,,2,1,1,BANAMEX,,,,1,1,1,ES UN AHORRO,,2957,1,1,5,21,275,0,1,3,1,301,14,6,1993,23,1,4,3,,,,1,0,6,,,,,,,1,3,1772,1,1,1,1,4,4,3,6,6,3,4,3,7,4,2,5,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,4,1,1,1,6,1,2,12,42,4000,22.14839,0,0,0,1,0,0,9,1,2,2,0,3,2,2,0,1,0
41,23,336,943,5,1,0,212,211,145,2,-,2,49,0,110612,1120,1158,0,110612,1120,1158,,2,70,,,,,,,7,,,,,2,,,,1,,2,2,,,,,,,,,ES EL SEGURO DEL TRABAJO,,4063,4,1,5,21,275,0,1,3,1,201,16,9,1962,9,1,3,3,,,,2,3,5,,,,,,,1,3,1772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,3,3,3,4,7,12,3,8,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
41,23,337,1035,2,1,0,212,311,142,1,-,1,41,0,120612,1020,1045,0,120612,1020,1045,,2,65,,,,,,,,8,,,CON SU AFORE,2,,,,1,,2,1,1,BANCOMER,,,,2,2,3,EL SISTEMA PARA SUBSISTIR PENSIONADO,,2724,2,1,5,33,279,0,1,2,1,101,12,1,1971,31,1,6,3,1832,2,1,2,,5,,,,,,,1,3,1772,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,2,4,6,11,0,3,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
41,23,338,748,1,1,0,212,311,8,2,-,2,35,0,140612,1420,1434,0,140612,1420,1434,PREG. 11 DICE QUE NO SE SABE POR EL MOMENTO NO TIENE PENSADO TRABAJR,97,99,,2,,,,,,,,,,1,1,,1,,,2,2,,,,,,,,,FONDO PARA EL RETIRO,PREG. 11 DICE QUE NO SE SABE POR EL MOMENTO NO TIENE PENSADO TRABAJR,6378,4,1,5,43,282,0,1,2,1,201,21,5,1977,31,1,7,4,3741,3,1,2,3,5,,,,,,,1,3,1772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,4,2,3,5,10,3,8,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
41,23,338,748,4,1,0,212,311,58,1,-,1,53,0,120612,910,928,0,120612,910,928,PREG. 06 DICE GANA MAS DE 10 SALARIOS MINIMOS,1,65,,,,,,6,,,,,,2,,,,1,,2,1,1,AFORE DE BANCO,,,,1,1,3,PENSION PARA EL RETIRO,PREG. 06 DICE GANA MAS DE 10 SALARIOS MINIMOS,5922,1,1,5,43,282,0,1,2,1,101,19,6,1958,400,1,7,4,3544,3,1,2,,5,,,,,,,1,3,1772,1,1,2,2,4,3,5,6,3,1,4,3,8,4,2,4,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,8,13,0,1,16,40,0,0,0,0,0,4,0,0,14,1,2,2,0,3,6,4,0,0,1
41,23,339,423,1,1,0,212,311,15,4,-,1,39,2,180612,800,800,0,190612,1900,1940,2 TRABAJO PREG.6 POR MAS QUE SE LE INSISTIO DIJO NO ACORDARSE DECUANTO GANABA PREG.2.1. LA FECHA SE LE PREG. EN ERS SU PRIMER TRABAJO Y DIJO QUE SI YA QUE TODO LO QUE HABLA HECHO ANTES PARA EL NO ERA TRABAJO SE RESPETA LA INFORMACION.PREG. 16 N,3,88,1,,,,,,,,,,,2,,,,1,,2,1,1,PROFUTURO,,,,2,2,1,ES UN LUGAR QUE GUARDA EL DINERO DE LOS TRABAJADORESO DE LALA,2 TRABAJO PREG.6 POR MAS QUE SE LE INSISTIO DIJO NO ACORDARSE DECUANTO GANABA PREG.2.1. LA FECHA SE LE PREG. EN ERS SU PRIMER TRABAJO Y DIJO QUE SI YA QUE TODO LO QUE HABLA HECHO ANTES PARA EL NO ERA TRABAJO SE RESPETA LA INFORMACION.PREG. 16 N,2662,1,1,5,31,277,0,1,2,1,301,1,1,1973,27,1,2,6,,,,2,,5,,,,,,,1,3,1772,1,1,1,1,4,8,3,6,5,2,4,3,7,4,2,4,1,1,0,2,0,0,0,0,0,1,3,5,0,0,0,0,2,2,3,5,10,0,3,6,48,4730,22.91667,0,0,0,1,0,0,8,1,2,2,0,3,2,2,0,0,0
41,23,339,423,2,1,0,212,311,37,4,-,1,26,0,130612,1700,1800,0,130612,1700,1800,NUM. DEL CEL DEL INFORMANTE 9981835392,6,60,,,,4,,,,,,,,2,,,,1,,1,1,1,TROPICAL,,,,1,1,1,ES UN AHORRO PARA EL RETIRO TE LO DAN CUANDO ESTAN PENSIONADO,NUM. DEL CEL DEL INFORMANTE 9981835392,2310,1,1,5,31,277,0,1,2,1,301,10,7,1985,23,1,3,3,,,,2,,1,,,,,,,1,3,1772,1,1,1,1,4,9,3,8,5,3,2,3,8,5,2,4,1,1,0,2,0,0,0,1,5,1,1,3,0,0,0,0,3,2,2,3,8,0,3,9,72,5200,16.79587,1,0,0,1,0,0,14,1,2,2,0,3,2,2,0,0,0
41,23,339,423,4,1,0,212,311,80,1,-,1,30,0,120612,1600,1630,0,120612,1600,1630,CEL DEL INFORMANTE 9981797970,2,50,,,,,5,,,,,,,2,,,,1,,1,1,1,GNP,,,,1,1,3,QUE ES UN AHORRO PARA EL TRABAJADOR,CEL DEL INFORMANTE 9981797970,2662,1,1,5,31,277,0,1,2,1,101,29,7,1981,30,1,3,3,,,,2,,5,,,,,,,1,3,1772,1,1,1,1,4,4,5,8,6,3,4,3,7,5,2,5,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,3,2,3,4,9,0,3,9,72,9245,29.861111,0,0,0,1,0,0,8,2,2,2,0,3,2,2,0,0,1
41,23,340,1027,4,1,0,212,311,157,1,-,1,36,0,120612,930,955,0,120612,930,955,,2,60,1,,,,,,,,,,,2,,,,1,,1,1,1,BANCOMER,,,,2,2,3,ES EL SISTEMA PARA RETIRARSE,,2662,1,1,5,33,279,0,1,2,1,101,20,7,1975,4,1,7,4,3931,3,1,2,,2,,,,,,,1,3,1772,1,1,1,2,4,2,4,8,6,4,4,3,11,5,2,7,2,4,1,2,0,0,0,0,0,1,1,2,0,0,0,0,4,2,3,5,10,0,3,16,70,6000,19.93355,0,0,0,4,0,0,20,1,1,2,0,3,1,5,0,0,1
41,23,340,1027,5,1,0,212,311,285,2,-,2,35,0,130612,1159,1205,0,130612,1159,1205,,1,60,1,,,,,6,,,,,,1,7,,2,,,2,1,1,SANTANDER,,,,1,2,1,ES UNA CUENTA DE AHORRO PARA EL RETIRO,,2662,1,1,5,33,279,0,1,2,1,201,30,1,1977,4,1,4,3,,,,2,2,5,,,,,,,1,3,1772,1,1,3,2,2,5,1,4,1,1,2,2,3,3,2,2,3,5,0,2,0,0,0,1,5,0,0,0,0,0,0,0,4,2,3,5,10,2,3,12,32,516,3.75,1,0,1,4,0,0,5,1,1,1,0,1,7,8,0,1,0
41,23,342,144,1,1,0,212,311,3,2,-,1,45,0,130612,1945,2003,0,130612,1945,2003,EN PREG.9 COMO NO TENIA INGRESOS CAMBIO DE TRABAJO PARA OBTENERLO,1,99,,,,,,,,,,99,,2,,,,1,,1,1,1,BANAMEX,,,,1,1,1,FONDO DE AHORRO,EN PREG.9 COMO NO TENIA INGRESOS CAMBIO DE TRABAJO PARA OBTENERLO,2878,1,1,5,21,275,0,1,2,1,201,10,1,1967,31,1,2,6,,,,2,,5,,,,,,,1,3,1772,1,1,1,2,2,5,3,6,2,1,4,2,3,4,2,3,3,5,0,2,0,0,0,0,0,2,2,5,0,0,0,0,2,3,4,7,12,0,1,6,44,4300,22.72727,0,0,0,4,0,0,5,1,1,1,0,1,3,8,0,0,0
41,23,342,144,2,1,0,212,311,47,3,-,1,29,0,160612,1350,1415,0,160612,1350,1415,,6,60,1,,,,,,,,,,,2,,,,1,,2,1,1,INVERLAT,,,,1,1,1,RESGUARDO O PENSION PARA OCUPAR CON EL TIEMPO,,2957,1,1,5,21,275,0,1,2,1,301,7,7,1982,31,1,6,2,2033,3,1,2,,6,,,,,,,1,3,1772,1,1,1,1,4,4,2,6,6,3,4,3,8,4,2,5,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,4,2,2,3,8,0,3,14,40,3200,18.60465,0,0,0,1,0,0,10,1,2,2,0,3,2,1,0,0,0
41,23,342,144,3,1,0,212,311,95,2,-,2,39,0,160612,1450,1510,0,160612,1450,1510,,97,99,,,,,,,,,9,,,2,,,,5,PORQUE NO TRABAJA Y NO GANA DINERO,2,2,,,,,,,,,ES PARTE DE UN SEGURO,,2727,4,1,5,21,275,0,1,2,1,201,25,2,1973,23,1,2,6,,,,2,3,5,,,,,,,1,3,1772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,2,2,3,5,10,3,8,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
41,23,349,929,2,1,0,212,511,57,4,-,2,32,0,110612,1740,1805,0,110612,1740,1805,,97,87,,,,,,6,,,,,,1,1,,2,,,2,2,,,,,,,,,ES UN FONDO PARA EL RETIRO,,2381,4,1,5,21,275,0,1,5,1,301,2,12,1979,23,1,6,2,1862,2,1,2,4,1,,,,,,,1,3,1772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,3,2,3,4,9,3,8,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
41,23,349,929,4,1,0,212,511,147,1,-,2,48,0,110612,1507,1529,0,110612,1507,1529,,1,87,,2,,,,,,,,,,1,7,,2,,,2,2,,,,,,,,,NO SABE,,3546,4,1,5,21,275,0,1,5,1,101,18,7,1963,31,1,2,3,,,,2,0,1,,,,,,,1,3,1772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,3,4,7,12,1,8,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
41,23,349,929,5,1,2,212,511,190,1,-,1,25,0,120612,958,1017,0,120612,958,1017,,4,99,,,,,,,,8,,,ABRIR UN NEGOCIO,1,1,,2,,,1,2,,,,,,,,,ALGO DEL BANCO,,2581,1,1,5,21,275,0,1,5,1,101,25,7,1986,31,1,3,3,,,,2,,6,,,,,,,1,3,1772,1,1,1,1,3,6,3,8,6,3,4,3,5,5,2,5,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,3,2,2,3,8,0,3,9,66,5000,17.61804,0,0,0,1,0,0,7,2,2,2,0,3,2,2,0,0,1
41,23,351,628,2,1,0,212,511,79,2,-,2,26,0,110612,1840,1701,0,110612,1840,1701,,2,99,,2,,,,,,,,,,1,2,,2,,,2,1,1,HSBC,,,,1,1,9,NO SABE,,2406,1,1,5,21,275,0,1,5,1,101,26,8,1985,23,1,3,3,,,,2,4,5,,,,,,,1,3,1772,1,1,1,1,4,6,3,4,6,3,4,3,8,3,2,5,1,1,0,2,0,0,0,0,0,1,1,2,0,0,0,0,3,2,2,3,8,3,3,9,32,3860,28.05233,0,0,0,1,0,0,14,2,2,2,0,3,2,2,0,1,1
41,23,351,628,3,1,0,212,511,116,2,-,2,39,0,120612,930,942,0,120612,930,942,,1,88,,,,,,,,,9,,,2,,,,1,,2,2,,,,,,,,,COMO UN AHORRO,,2124,1,1,5,21,275,0,1,5,1,201,25,12,1972,31,1,3,2,,,,2,3,5,,,,,,,1,3,1772,1,1,1,2,4,8,3,6,1,4,4,3,10,4,2,8,3,6,0,2,0,0,0,0,0,1,1,5,0,0,0,0,2,2,3,5,10,3,3,8,42,4300,23.809521,0,0,0,4,0,0,19,1,1,2,0,2,1,9,0,1,0
41,23,352,712,5,1,0,212,511,167,1,-,1,37,0,110612,1200,1221,0,110612,1200,1221,,1,70,,2,,,,,,,,,,2,,,,5,ESTA PAGANDO DEUDAS,1,1,1,AFORE GNP,,,,1,1,1,FONDO DE AHORRO PARA EL RETIRO,,8143,1,1,5,42,281,0,1,5,1,101,28,2,1975,9,1,6,3,2033,3,1,2,,1,,,,,,,1,3,1772,1,1,2,2,4,1,5,7,2,1,4,3,8,5,2,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,5,10,0,3,15,50,25000,116.27907,0,0,0,4,0,0,12,1,2,2,0,3,6,4,0,0,1
41,23,353,175,1,1,0,212,511,12,2,-,1,48,0,120612,1805,1845,0,120612,1805,1845,PREGUNTA 19.- MENCIONA EL INFORMANTE QUE SABE QUE TIENE AFORE PERO DESCONOCE DONDE Y CUANDO PREGUNTO EN UNA OCACION LE DIJERON QUE EL SEGURO SOCIAL QUE LO TENIAN DADO DE ALTA EN VARIAS OCACIONES,5,88,,,,,5,,,,,,,2,,,,1,,2,1,,,,,9,2,2,9,ES UN SEGURO DE DESEMPLEO DINDE TIENE UNA CIERTA CANTIDAD QUE PUEDE RETIRAR CUANDO SE QUEDE SIN EMPLEO,PREGUNTA 19.- MENCIONA EL INFORMANTE QUE SABE QUE TIENE AFORE PERO DESCONOCE DONDE Y CUANDO PREGUNTO EN UNA OCACION LE DIJERON QUE EL SEGURO SOCIAL QUE LO TENIAN DADO DE ALTA EN VARIAS OCACIONES,1829,1,1,5,21,275,0,1,5,1,201,25,1,1964,27,1,2,2,,,,2,,1,,,,,,,1,3,1772,1,1,1,1,4,7,4,7,5,3,4,3,8,5,2,4,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,1,3,4,7,12,0,1,2,51,5590,25.4902,0,0,0,1,0,0,14,1,2,2,0,3,2,2,0,0,0
41,23,354,973,1,1,0,212,511,14,2,-,2,41,0,110612,1610,1637,0,110612,1610,1637,,3,88,,2,,,,,,,,,,1,1,,2,,,2,1,1,SIGLO XXI,,,,2,2,1,ES UN DINERO GUARDADO PARA EL RETIRO,,2985,1,1,5,42,281,0,1,5,1,201,30,4,1971,4,1,4,1,,,,2,5,5,,,,,,,1,3,1772,1,1,3,2,3,6,2,8,1,1,4,3,5,5,2,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,6,11,3,3,10,60,1806,7,0,3,1,4,0,0,7,1,2,2,0,3,8,4,0,1,0
41,23,354,973,4,1,0,212,511,61,2,-,2,25,0,150612,1356,1423,0,150612,1356,1423,,2,40,,2,,4,,,,,,,,1,1,,2,,,2,1,1,ING,,,,2,2,3,ES UN FONDO DE RETIRO,,2554,1,1,5,42,281,0,1,5,1,201,27,7,1986,9,1,4,3,,,,2,0,1,,,,,,,1,3,1772,1,1,1,1,3,3,5,8,6,3,4,3,5,5,2,5,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,4,2,2,3,8,1,3,12,60,12000,46.511631,0,0,0,1,0,0,7,1,2,2,0,3,2,2,0,1,0
41,23,355,235,3,1,0,212,511,90,1,-,1,26,0,130612,2029,2055,0,130612,2029,2055,,4,88,,,,,5,,,,,,,1,8,LE MANDA DINERO A SU MAMA PARA QUE LE GUARDE,1,,,2,1,1,IMBURSA,,,,2,1,1,ES UN AHORRO DE LO QUE UNO ACUMULA CON SU TRABAJO,,2431,1,1,5,21,275,0,1,5,1,101,11,11,1985,7,1,4,1,,,,2,,6,,,,,,,1,3,1772,1,1,1,1,1,5,4,7,5,2,4,2,4,5,2,4,1,1,0,2,0,0,0,0,0,1,2,5,0,0,0,0,3,2,2,3,8,0,3,10,56,7740,32.14286,0,0,0,1,0,0,4,1,2,2,0,3,2,2,0,0,1
41,23,355,235,5,1,0,212,511,143,1,-,1,30,0,150612,914,935,0,150612,914,935,,2,88,,,,4,,,,,,,,1,4,,1,,,1,1,1,GNP,,,,1,1,1,ES UNA APORTACION QUE SE DA EN EL SEGURO SOCIAL,,2146,1,1,5,21,275,0,1,5,1,101,8,11,1981,23,1,3,3,,,,2,,2,,,,,,,1,3,1772,1,1,1,1,4,6,3,6,6,3,4,3,6,4,2,5,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,3,2,3,4,9,0,3,9,48,4000,19.379841,0,0,0,1,0,0,18,1,2,2,0,3,2,2,0,0,1
41,23,356,858,3,1,0,212,112,111,2,-,2,31,0,190612,1045,1102,0,190612,1045,1102,,3,60,,2,,,,,,,,,,2,,,,1,,2,1,1,INBURSA,,,,1,2,1,ES UN AFORMA DE APOYO PARA LAS PERSONAS QUE TRABAJAN PARA QUE PODAMOS TENER UN RETIRO DIGNO,,6636,1,1,5,43,282,0,1,4,1,201,26,1,1981,9,1,7,1,3111,3,2,2,2,1,,,,,,,1,3,1772,1,1,1,2,3,2,3,2,2,4,2,3,5,2,2,3,1,1,0,2,0,0,0,1,5,2,1,5,0,0,0,0,4,2,3,4,9,2,3,13,9,4300,111.11111,1,0,0,4,0,0,7,1,1,2,0,3,3,2,0,1,0
41,23,357,78,4,1,0,212,112,107,1,-,1,50,0,190612,1742,1804,0,190612,1742,1804,,1,99,1,,,,,,,,,,,2,,,,1,,2,1,1,PROFUTURO,,,,2,1,1,UN AHORRO QUE TENEMOS CUANDO YA NO PODAMOS TRABAJAR,,2582,1,1,5,33,279,0,1,4,1,101,24,8,1961,31,1,4,3,,,,2,,5,,,,,,,1,3,1772,1,1,1,1,2,5,5,6,4,3,4,2,3,4,2,3,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,4,3,5,8,13,0,3,12,46,12900,65.217392,0,0,0,1,0,0,5,1,2,2,0,3,2,2,0,0,1
41,23,358,855,1,1,0,212,112,9,1,-,1,39,0,180612,1800,1817,0,180612,1800,1817,,1,60,,2,,,,,,,,,,1,1,,1,,,2,2,,,,,,,,,ES UNA CUENTA DE AHORRO,,2722,1,1,5,21,275,0,1,4,1,101,3,7,1972,12,1,3,3,,,,2,,6,,,,,,,1,3,1772,1,1,1,2,1,1,3,6,3,4,4,2,4,4,2,2,3,5,0,2,0,0,0,0,0,1,1,5,0,0,0,0,3,2,3,5,10,0,3,9,44,5000,26.427059,0,0,0,4,0,0,4,1,1,1,0,1,1,8,0,0,1
41,23,358,855,4,1,0,212,112,100,2,-,1,25,0,210612,1600,1620,0,210612,1600,1620,,1,99,,2,,,,,,,,,,2,,,,1,,2,1,,,,,9,2,2,3,ES LA LIQUIDACION DE UNA CUENTA PARA LA JUBILACION,,3082,1,1,5,21,275,0,1,4,1,301,11,12,1986,31,1,3,3,,,,2,,6,,,,,,,1,3,1772,1,1,1,1,3,4,7,6,5,3,4,3,5,4,2,5,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,3,2,2,3,8,0,5,9,48,0,0,0,0,0,1,0,0,6,1,2,2,0,3,2,2,0,0,0
41,23,359,367,3,1,0,212,112,89,6,-,2,45,0,180612,1255,1320,0,180612,1255,1320,PREG.6 GANABA 20000 VIEJOS PESOS. P1 EN COE TIENE COMO ULTIMO AÑO TRABAJADO 2003,97,50,,,,,,,,,9,,,2,,,,1,,2,2,,,,,,,,,AHORRO QUE LE DAN A LAS PERSONAS CUANDO DEJAN DE TRABAJAR,PREG.6 GANABA 20000 VIEJOS PESOS. P1 EN COE TIENE COMO ULTIMO AÑO TRABAJADO 2003,4269,3,1,5,21,275,0,1,4,1,301,20,4,1967,23,1,0,0,,,,2,3,2,,,,,,,1,3,1772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,1,3,4,7,12,3,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
41,23,359,367,4,1,0,212,112,122,2,-,2,26,0,180612,1916,1930,0,180612,1916,1930,,1,55,1,,,,,,,,,,,1,1,,2,,,2,1,1,BANAMEX,,,,2,2,1,RETIRO DE AHORRO LABORAL,,3108,1,1,5,21,275,0,1,4,1,201,20,1,1986,31,1,3,3,,,,2,1,5,,,,,,,1,3,1772,1,1,1,1,4,4,4,7,3,3,4,3,9,5,2,4,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,3,2,2,3,8,2,3,9,55,7000,29.59831,0,0,0,1,0,0,16,1,2,2,0,3,2,2,0,1,0
41,23,359,367,5,1,0,212,112,140,2,-,2,21,0,210612,1348,1418,0,210612,1348,1418,LUNES 19:35  NO SE LOCALIZO A NADIE JUEVES 07:26 A 10:33,3,99,,2,,,,,,,,,,1,7,,1,,,2,2,,,,,,,,,BANCO DONDE PRESTAN DINERO,LUNES 19:35  NO SE LOCALIZO A NADIE JUEVES 07:26 A 10:33,3108,1,1,5,21,275,0,1,4,1,201,19,2,1991,31,1,3,3,,,,2,1,1,,,,,,,1,3,1772,1,1,3,2,3,6,3,4,1,1,4,3,5,3,2,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,7,2,3,9,30,5100,39.534882,0,0,1,4,0,0,6,1,1,1,0,1,7,8,0,1,0
