sex,age,educyr98,farm,urban98,hhsize,lhhexp1,lhhex12m,lnrlfood
1,50,7,farm,Rural,9,10.133314,8.0010204,9.4165277
1,27,10,farm,Rural,4,9.1278858,6.7627296,8.4445038
1,64,7,non farm,Rural,6,9.1825323,5.1474943,8.5728216
1,75,5,farm,Rural,6,9.550148,6.4769726,8.8614836
2,47,9,farm,Rural,6,9.5179548,7.9837809,8.8074112
1,38,12,non farm,Rural,5,9.7507114,7.4217758,8.963541
2,39,11,non farm,Rural,2,8.5441151,,7.9949789
2,51,5,non farm,Rural,3,9.1575642,,8.255106
1,38,9,farm,Rural,5,9.2042723,4.0943446,8.753933
1,29,10,non farm,Rural,5,9.331068,,8.9449768
1,37,6,non farm,Rural,8,9.6827517,4.8675346,9.1012459
2,65,3,farm,Rural,8,9.7691832,8.8363743,9.164238
2,64,0,farm,Rural,3,8.0173426,6.4769726,7.5159531
1,29,4,farm,Rural,5,9.0750656,4.1743875,8.3178568
2,56,5,farm,Rural,3,8.6977129,4.8675346,8.2749128
1,52,6,farm,Rural,7,9.6857176,,9.0576839
1,75,9,farm,Rural,1,8.4716253,6.4769726,7.643364
1,28,7,farm,Rural,3,8.4554377,5.3471074,7.9305401
1,57,5,farm,Rural,5,9.6818542,4.8675346,9.0864401
2,57,2,farm,Rural,6,9.7303429,,9.0400944
2,48,9,farm,Rural,6,9.8315678,6.7393365,9.0503139
1,50,4,farm,Rural,10,9.9010201,6.6758232,9.2672224
1,32,10,non farm,Rural,1,8.9802284,,8.5123634
1,39,9,farm,Rural,4,9.0200186,5.1298985,8.5103207
2,32,15,non farm,Rural,4,9.1286325,4.2766662,8.3844461
1,31,8,farm,Rural,5,9.2241936,8.8832245,8.4906702
1,33,13,farm,Rural,5,9.3751249,6.9469762,8.6594715
1,34,14,farm,Rural,5,9.4889565,5.1474943,9.1647654
1,46,12,farm,Rural,6,9.3000031,6.363028,8.5872097
2,74,0,farm,Rural,1,8.0216227,4.8675346,7.5176907
1,41,10,farm,Rural,10,9.7337065,7.6275444,8.588644
1,34,0,farm,Rural,6,9.4261179,7.5755849,8.3502293
1,42,8,farm,Rural,8,10.281275,9.569273,8.8803577
1,38,8,farm,Rural,8,10.299154,7.5755849,9.2156391
1,44,5,farm,Rural,9,10.24167,8.1859074,9.1135406
1,30,4,farm,Rural,6,9.8958302,7.8732171,8.8306465
1,56,3,farm,Rural,6,9.8733196,9.2742538,8.6613894
1,52,0,farm,Rural,8,9.3366251,8.1001616,8.6225405
1,76,0,farm,Rural,2,9.1842299,8.9024553,7.8045344
1,40,2,farm,Rural,8,9.8496723,7.84659,8.8771362
1,38,3,farm,Rural,6,9.2906532,7.0308576,8.5971518
2,56,0,farm,Rural,4,9.211977,6.6592941,8.3688688
1,54,3,farm,Rural,8,10.190333,8.68186,8.932785
1,32,0,farm,Rural,7,9.8423433,9.3015509,8.9227476
1,32,1,farm,Rural,8,9.5566483,5.5606818,8.8749723
1,43,6,farm,Rural,7,9.1766167,6.4769726,8.6534653
1,71,0,farm,Rural,11,10.089372,5.7557421,9.2794142
2,53,0,farm,Rural,5,9.4167614,10.237456,8.497138
2,70,0,farm,Rural,5,9.1692009,5.3375382,8.4013929
1,49,5,non farm,Rural,2,8.237956,6.4769726,7.7279058
1,41,6,farm,Rural,6,9.0787153,7.2923369,8.5550137
2,44,0,farm,Rural,3,8.6000395,6.6592941,7.999754
1,64,1,farm,Rural,3,9.4939651,6.4769726,8.3542795
1,48,4,farm,Rural,8,9.193821,7.3524413,8.3856182
2,51,0,farm,Rural,4,8.3262444,4.8675346,7.8220978
1,75,0,farm,Rural,3,8.6634741,7.3524413,7.9775882
2,57,0,farm,Rural,3,8.6092262,6.6592941,8.1351881
1,78,0,farm,Rural,7,9.1188908,8.0857944,8.6118927
1,57,0,farm,Rural,7,9.952961,7.5065918,9.0357695
1,47,7,farm,Rural,7,9.072444,4.356709,8.5964403
1,45,5,farm,Rural,7,9.7803612,9.5309734,8.7823048
2,34,0,farm,Rural,4,9.0170956,9.0448761,8.1070919
1,35,12,non farm,Rural,4,9.6556454,7.3132205,8.9716854
2,50,4,non farm,Rural,5,11.166756,9.6956635,8.944459
1,47,2,farm,Rural,6,9.3674698,7.8632669,8.8652048
2,54,1,farm,Rural,5,9.1195297,7.9448466,8.671998
1,43,4,farm,Rural,7,9.6189804,7.9120569,9.0326595
2,38,1,farm,Rural,5,9.4578667,8.6918182,8.6501312
1,28,7,farm,Rural,4,9.5437813,8.7878304,8.8742142
1,22,6,farm,Rural,6,9.8740368,7.5801892,9.1989651
1,49,4,farm,Rural,3,9.6973124,8.1633711,8.9519482
1,34,9,farm,Rural,1,8.853776,,8.5084009
1,62,4,farm,Rural,2,9.9737883,5.2729998,9.1790609
1,58,9,farm,Rural,6,10.283855,7.2093401,9.1404362
2,43,13,farm,Rural,5,10.036535,5.5606818,9.3473577
2,57,9,farm,Rural,5,10.264422,8.3332701,9.6543684
2,61,0,farm,Rural,4,9.3429317,8.3818312,8.6989012
1,54,5,farm,Rural,6,9.726531,3.6635616,8.9236994
1,32,8,non farm,Rural,4,8.9772663,4.1743875,8.4567652
1,30,12,farm,Rural,5,10.345484,7.6708946,9.2590189
1,46,10,farm,Rural,3,9.3569241,,8.7084723
1,66,15,farm,Rural,2,9.4666195,4.8675346,8.9154997
1,34,7,non farm,Rural,5,9.5908957,5.9661469,8.6600618
1,48,6,farm,Rural,6,9.5874796,8.7867622,8.9497995
2,38,5,farm,Rural,4,9.9614906,,9.1679907
2,40,4,farm,Rural,6,9.7638159,7.3620105,8.8394575
1,66,0,farm,Rural,4,9.4105997,7.8339963,8.714076
1,50,9,farm,Rural,11,10.82661,9.3535748,9.7193155
1,39,2,farm,Rural,5,9.4049597,5.9989367,8.7748642
1,66,5,farm,Rural,6,9.7217121,5.9989367,8.892312
1,29,9,farm,Rural,4,9.8476725,8.6310577,8.8044882
2,51,9,non farm,Rural,1,10.119153,8.6877794,8.6776447
1,33,14,farm,Rural,7,10.591245,4.356709,9.7060318
1,44,3,non farm,Rural,6,9.5933533,6.5806394,9.2205629
1,35,4,farm,Rural,3,8.4702816,4.6443911,8.1645317
1,59,7,non farm,Rural,3,9.2302771,4.356709,8.7603455
1,64,3,farm,Rural,4,9.5729628,7.1701198,9.1166658
1,58,4,non farm,Rural,4,9.3878956,,9.1381855
1,42,8,non farm,Rural,8,9.8478718,6.7322106,9.458497
2,60,2,non farm,Rural,4,9.9636269,,9.0884018
2,76,0,non farm,Rural,4,9.8007555,6.7190132,8.9314489
1,65,1,farm,Rural,3,9.580739,3.6888795,8.8222742
2,49,3,non farm,Rural,2,8.9728565,,8.3687353
1,65,5,non farm,Rural,2,9.3099813,7.9083872,8.5055285
1,40,8,non farm,Rural,5,9.7149801,5.3278761,8.8673697
1,37,10,non farm,Rural,5,10.183218,6.8824377,9.3413773
1,26,4,farm,Rural,3,8.5135736,,8.2150803
2,50,0,farm,Rural,1,8.3026409,,7.7227569
1,43,2,farm,Rural,7,9.7658577,7.2605224,8.9850388
1,42,0,non farm,Rural,5,9.2415466,5.7838254,8.4323378
1,34,3,non farm,Rural,6,10.238807,7.4843688,9.6195307
2,47,0,farm,Rural,4,8.8529768,5.1298985,8.3372192
1,53,2,farm,Rural,5,9.3174601,,8.9111214
2,68,0,farm,Rural,3,8.8415327,,8.4290047
2,53,3,non farm,Rural,5,9.3575439,7.700748,8.7304821
2,56,0,non farm,Rural,3,9.584527,8.2182484,9.003046
1,65,0,farm,Rural,3,8.5829144,,8.3271875
2,58,2,farm,Rural,4,8.9480343,,8.5884762
2,63,0,farm,Rural,3,9.154089,,8.4677706
1,33,4,farm,Rural,7,9.6109829,5.521461,9.1795988
2,58,3,farm,Rural,5,9.2141571,6.6200733,8.7188129
1,32,5,farm,Rural,7,9.278842,,8.8003244
1,51,5,farm,Rural,9,9.567977,5.1647859,8.9993935
1,36,2,farm,Rural,7,9.7399092,3.2580965,9.2124653
1,41,4,farm,Rural,4,10.243,8.0864105,9.7340412
1,54,13,non farm,Rural,7,10.631883,9.7099028,9.819562
1,66,5,non farm,Rural,4,9.422492,6.5042882,8.9515867
1,47,2,non farm,Rural,5,10.365386,8.5207863,9.6067133
1,52,6,farm,Rural,10,9.7463961,5.5606818,9.1856289
2,48,5,non farm,Rural,4,9.5293446,7.5632005,8.9803591
1,64,5,non farm,Rural,5,10.140491,8.1817207,9.5260687
1,46,5,non farm,Rural,8,10.642141,,10.108985
1,35,11,non farm,Rural,3,9.9304657,7.5137091,8.993475
1,86,6,farm,Rural,2,9.8713617,7.1701198,8.5633984
1,32,8,non farm,Rural,4,9.8002682,,9.0253935
1,46,6,non farm,Rural,8,10.183278,7.0934048,9.5911417
1,50,14,non farm,Rural,5,9.9924221,5.2729998,9.4731846
2,50,8,non farm,Rural,11,10.984985,4.8675346,10.450147
2,33,4,non farm,Rural,4,9.8753948,7.1701198,9.1510029
1,44,12,non farm,Rural,3,9.5924749,7.0673199,8.9634295
2,56,5,non farm,Rural,3,9.2401552,5.8230457,8.7989302
1,61,9,non farm,Rural,10,10.476836,8.0864105,9.5119562
2,65,0,non farm,Rural,6,9.5221739,5.480639,9.1485386
2,53,5,non farm,Rural,4,10.296934,8.0245352,9.2509975
2,67,0,non farm,Rural,3,9.7594242,5.9661469,9.232214
1,52,2,non farm,Rural,3,9.189333,5.3375382,8.9387159
2,68,3,non farm,Rural,3,8.1448078,7.8879595,7.1749082
1,78,8,non farm,Rural,9,9.9216948,8.437067,9.4136515
1,39,12,non farm,Rural,5,10.350395,8.982687,9.2126198
1,50,13,non farm,Rural,7,9.5416241,5.2470241,9.1048641
2,72,0,non farm,Rural,3,9.5086985,5.2729998,8.1857376
1,29,9,non farm,Rural,6,9.8499746,7.8632669,9.4516621
2,53,8,non farm,Rural,8,10.576302,7.3524413,9.7091198
1,52,6,non farm,Rural,6,10.353123,6.6592941,9.701436
1,33,7,non farm,Rural,4,9.8847656,7.3689704,9.4677334
1,41,2,non farm,Rural,12,10.344378,8.5155916,9.7385511
1,32,2,farm,Rural,4,9.4365921,7.2189097,8.8611164
1,66,0,farm,Rural,4,9.4978304,5.1298985,8.8272533
1,37,10,farm,Rural,6,9.6361132,5.5606818,9.3004923
1,69,3,non farm,Rural,1,8.1027594,,7.8781252
2,57,1,non farm,Rural,4,9.4241161,,8.8601027
1,66,3,farm,Rural,3,9.2923813,7.9585767,8.8969707
1,48,8,farm,Rural,6,9.9754,,8.9206944
2,63,3,farm,Rural,1,8.1027336,4.9416423,7.6778431
2,54,5,non farm,Rural,3,9.4985714,4.8675346,8.8362179
1,39,9,farm,Rural,5,9.9041119,8.070281,9.0612307
1,46,3,farm,Rural,5,10.341219,6.6920838,9.2786074
1,20,13,farm,Rural,2,9.143692,6.5510802,8.5190763
1,39,5,farm,Rural,5,9.7843199,6.5352411,9.3010197
1,76,0,farm,Rural,2,9.7902184,6.590301,9.2117062
1,70,3,farm,Rural,2,9.4151735,6.4769726,8.5031805
1,35,5,farm,Rural,4,9.6431551,7.2189097,8.983963
2,44,2,non farm,Rural,2,8.245244,,7.9274206
2,65,0,farm,Rural,4,9.485507,3.9512436,8.7480783
2,38,2,non farm,Rural,3,9.395525,3.2580965,8.9934235
1,55,13,non farm,Rural,5,10.593137,6.4769726,9.1496181
1,63,5,non farm,Rural,5,10.022722,7.3098817,9.3782597
1,62,1,farm,Rural,5,10.514898,8.1519098,9.3754883
1,33,13,farm,Rural,5,9.4531221,4.8040209,8.8877754
1,43,3,non farm,Rural,6,9.6317654,5.3375382,9.3235693
1,35,12.666667,farm,Rural,5,10.023084,2.8903718,9.4183817
1,37,8,non farm,Rural,4,9.6461983,3.5553482,8.9640408
1,40,15,farm,Rural,5,10.176497,7.1514854,9.2757359
1,34,9,farm,Rural,6,10.410085,5.5606818,9.8318968
2,49,5,farm,Rural,3,9.6528606,,8.9972811
2,31,1,non farm,Rural,2,8.3453054,6.7080841,7.8645954
1,50,0,non farm,Rural,1,7.4200506,5.5606818,7.1212897
1,55,4,non farm,Rural,3,9.0787992,,8.8082418
2,28,6,non farm,Rural,2,8.481493,3.4011974,8.2428885
1,62,2,farm,Rural,8,9.6782684,8.9259863,8.9204168
1,50,13,non farm,Rural,6,9.9763165,8.0535688,9.1139593
1,29,9,farm,Rural,3,9.0724649,5.7838254,8.7103844
2,52,0,farm,Rural,5,9.9667921,7.447751,9.1000395
1,67,3,non farm,Rural,5,9.6176224,6.7393365,9.0538759
1,63,3,non farm,Rural,6,9.205266,5.1357985,8.7756176
2,55,2,non farm,Rural,1,7.7024307,5.0498562,7.2557664
1,79,0,farm,Rural,3,9.7147217,8.8536654,9.0960531
1,59,0,farm,Rural,9,10.172294,5.7365723,9.658473
1,44,12,non farm,Rural,5,9.9474669,5.8971539,9.3469019
2,33,13,non farm,Rural,4,9.4216156,6.6253924,8.7903681
1,27,0,non farm,Rural,3,9.0486403,9.2747231,8.4283142
1,58,6,farm,Rural,11,10.51292,8.2977924,9.7683077
1,46,4,farm,Rural,3,9.0614271,4.8675346,8.4695501
1,49,2,farm,Rural,6,10.106872,,9.0573587
1,46,2,non farm,Rural,4,9.5329838,5.5606818,8.8253593
1,39,13,farm,Rural,6,10.332783,7.8972964,9.5393782
1,38,8,non farm,Rural,5,9.5663948,7.6610565,9.0256519
1,60,5,farm,Rural,6,9.8480015,5.655992,9.2286005
1,34,3,non farm,Rural,5,9.4098406,,9.1208305
1,33,8,farm,Rural,4,9.1723852,5.866468,8.6063976
2,60,2,farm,Rural,4,8.8910093,7.0647593,8.4491625
2,25,7,non farm,Rural,3,9.9461794,,8.9722939
1,34,5,farm,Rural,4,9.1452179,5.2729998,8.4757957
2,46,0,farm,Rural,6,9.5283861,5.3981628,9.1853027
2,51,1,farm,Rural,3,9.2754374,8.5181923,8.3240986
2,59,3,non farm,Rural,3,8.8216753,7.3932629,8.5160265
1,41,0,non farm,Rural,7,9.7263441,6.9697905,9.1181107
1,38,9,non farm,Rural,6,9.6813107,6.4567695,8.9898787
1,59,15,farm,Rural,7,9.957098,7.1538339,9.5374603
1,60,3,non farm,Rural,6,10.440281,7.1196356,9.5427046
1,55,15,non farm,Rural,5,10.024847,,9.1493826
1,48,7,farm,Rural,6,10.037886,7.5740452,9.3529282
1,49,15,non farm,Rural,4,10.336476,,9.2480307
1,36,16,non farm,Rural,4,10.256944,5.7300997,9.6026411
2,51,13,farm,Rural,3,9.1355457,6.3561077,8.566597
1,35,4,farm,Rural,5,9.8123131,6.6871085,9.2377434
1,29,7,non farm,Rural,4,9.564105,4.2484951,8.9029665
1,59,5,farm,Rural,4,9.6381159,7.1701198,9.0355139
1,35,10,non farm,Rural,4,8.7731218,5.3565865,8.4486647
1,35,15,non farm,Rural,5,10.467897,6.6214056,9.4741812
1,39,12,farm,Rural,4,9.4846096,6.3099184,8.8640556
1,41,11,farm,Rural,5,9.844244,8.2814713,9.2347231
1,37,5,farm,Rural,6,10.661498,7.9391589,9.6412115
1,44,15,farm,Rural,7,10.876393,9.4482546,9.6486883
1,72,3,farm,Rural,5,9.4503298,7.6401234,8.9266806
1,61,3,farm,Rural,3,8.6814575,4.7621741,8.3260202
1,57,4,non farm,Rural,6,9.6596479,4.9904327,9.3402758
2,58,5,farm,Rural,4,9.7086344,,9.028923
1,47,4,farm,Rural,6,9.6195612,4.7791233,9.1657887
1,45,10,farm,Rural,6,10.095476,4.9628448,9.2798233
2,44,4,farm,Rural,5,9.6079578,6.0306854,9.2669964
1,64,1,farm,Rural,6,9.7394629,5.8607864,9.2496004
2,52,0,farm,Rural,5,9.5121536,,9.059164
1,40,11,farm,Rural,5,9.7284117,7.2744794,8.9608231
1,58,5,farm,Rural,3,9.6920033,8.4794912,9.0987444
1,62,0,farm,Rural,5,9.9120951,7.3607397,9.3226843
1,46,6,non farm,Rural,6,9.3916073,,9.0220308
1,41,12,non farm,Rural,5,9.6994972,8.3416491,8.9320192
1,66,6,farm,Rural,3,9.0433254,4.356709,8.6793728
1,39,6,farm,Rural,3,9.221818,4.356709,8.5385437
1,37,9,farm,Rural,6,9.6488504,5.6698809,9.1596127
1,52,14,non farm,Rural,6,9.7468662,4.0073333,9.20467
1,53,2,farm,Rural,6,10.035112,7.987864,9.2932091
1,33,7,farm,Rural,4,9.0786705,4.2046928,8.7736006
1,59,2,farm,Rural,6,9.5274029,5.4553213,8.9278536
1,37,5,farm,Rural,4,9.2253876,5.7037826,8.7051954
1,45,6,farm,Rural,4,9.5990677,,8.6309071
1,54,9,non farm,Rural,7,9.7043352,6.2146082,9.2089014
1,54,1,farm,Rural,5,9.6490145,,9.0596142
1,30,5,farm,Rural,4,8.9350319,7.3944931,8.5074816
1,42,11,farm,Rural,4,9.891345,,9.0777454
1,50,9,non farm,Rural,5,10.037771,7.5390272,9.1070099
1,43,5,farm,Rural,6,9.6603718,4.356709,9.3777819
1,24,9,farm,Rural,3,9.0022583,6.20859,8.5778589
1,32,5,non farm,Rural,4,8.9511681,6.5998707,8.556263
1,41,5,non farm,Rural,9,9.3215799,8.254529,8.6870289
2,62,0,farm,Rural,4,9.4017115,6.2785215,8.9062014
1,61,7,farm,Rural,6,8.991107,6.9660244,8.5251608
1,45,5,non farm,Rural,4,9.9840622,3.5553482,9.4049816
1,62,0,farm,Rural,7,9.5361605,6.7696419,8.8088017
1,35,11,non farm,Rural,5,10.695455,10.667792,10.288909
1,76,0,farm,Rural,2,9.4571018,6.7546039,9.0998955
2,60,5,non farm,Rural,3,8.8420992,7.5953875,8.2755814
1,52,7,non farm,Rural,8,9.7908068,5.8861041,8.9304085
2,42,5,non farm,Rural,6,9.0643301,7.1292977,8.2220592
1,69,4,farm,Rural,3,9.1106377,6.3508859,8.2210197
2,62,8,non farm,Rural,2,8.2125492,6.3716121,7.6431475
1,29,3,non farm,Rural,4,9.8003054,6.6783423,9.6997614
1,46,5,non farm,Rural,7,9.7057858,4.7184987,8.9941168
1,42,5,non farm,Rural,5,8.6502352,6.4967752,7.9546647
1,40,5,non farm,Rural,4,8.7858973,,8.373209
1,61,5,non farm,Rural,6,9.5762005,6.9107509,9.446003
1,36,0,non farm,Rural,4,9.2137775,6.253829,8.657485
1,26,7,non farm,Rural,3,8.9265461,7.2499256,8.231349
1,59,3,farm,Rural,5,9.1971912,5.7430034,8.7560158
1,48,12,non farm,Rural,6,9.9074869,6.9047508,9.2041082
1,26,5,farm,Rural,6,9.5413885,7.4442487,8.5259695
1,39,9,non farm,Rural,5,9.7848778,6.0980744,9.2603989
1,63,15,non farm,Rural,6,9.8490143,7.0884089,8.8493528
1,31,9,non farm,Rural,4,9.2121487,6.0354815,8.8374882
2,69,3,non farm,Rural,6,8.756587,7.0422864,8.280941
1,37,9,farm,Rural,7,9.4960833,6.4134588,8.9895515
1,46,15,non farm,Rural,7,9.2647867,6.2146082,8.743289
2,72,0,farm,Rural,4,9.6398163,8.2313757,8.7468691
1,66,2,farm,Rural,7,10.536752,8.9871969,9.3914289
1,30,4,farm,Rural,5,8.7656946,5.5093884,8.1361351
1,37,2,non farm,Rural,5,8.7551012,7.7070627,8.3640757
2,71,0,non farm,Rural,2,8.4619913,6.3456364,7.9709692
1,30,3,farm,Rural,5,8.9155855,7.3932629,8.1950474
1,46,2,farm,Rural,8,10.024434,6.3969297,9.3468285
1,56,2,farm,Rural,6,9.6366138,7.072422,9.0963831
1,43,4,farm,Rural,3,8.9116116,8.6707726,8.298399
1,39,4,farm,Rural,7,9.8139467,,9.2516232
2,35,5,non farm,Rural,4,9.5542536,5.6419072,8.6784973
1,40,4,farm,Rural,6,9.6168041,4.0073333,8.9683266
1,61,5,farm,Rural,4,9.3116083,6.5161929,8.7985954
1,50,3,non farm,Rural,8,8.99965,,8.8467083
1,41,7,farm,Rural,8,9.7845507,,9.2375317
1,36,6,farm,Rural,5,9.7368212,5.2781148,9.0745811
1,50,5,non farm,Rural,7,9.3590965,,9.0279646
1,65,4,farm,Rural,3,9.050724,5.5606818,8.5511217
1,63,5,farm,Rural,5,9.7461853,,9.1601439
2,53,0,non farm,Rural,5,8.4268703,6.4361506,8.0552912
2,62,0,non farm,Rural,4,8.9125462,6.8134446,8.6461029
1,69,5,farm,Rural,2,8.8134489,,8.2647152
1,41,5,farm,Rural,7,9.3659697,5.3798971,8.9281025
2,53,0,farm,Rural,4,9.2462263,5.6094718,8.5610304
1,62,2,farm,Rural,4,9.1555462,5.2729998,8.748745
1,58,6,farm,Rural,4,9.4545221,5.5093884,8.8869982
1,47,3,farm,Rural,6,9.9325695,,9.2018147
1,73,3,farm,Rural,6,9.6113873,8.1780777,8.8615885
2,58,0,farm,Rural,6,8.8862495,6.7719355,8.6388292
2,46,10,non farm,Rural,5,9.83255,6.6592941,8.4963493
1,66,5,farm,Rural,5,9.5999336,7.7798853,8.7808361
2,74,4,non farm,Rural,4,9.8357172,10.440682,8.6952209
1,38,2,farm,Rural,6,9.5762405,6.1758671,8.9523611
1,29,1,non farm,Rural,5,9.3710499,7.4776044,8.8992157
1,34,7,farm,Rural,4,9.2905979,5.4722705,8.854888
1,68,3,non farm,Rural,5,9.8086863,7.8220439,9.1637583
1,67,3,non farm,Rural,2,8.9043865,6.1779442,7.7998705
1,45,5,non farm,Rural,5,9.5865231,6.8416157,9.0942831
1,39,15,non farm,Rural,7,12.03334,9.003808,10.582662
2,56,4,non farm,Rural,5,10.021973,8.9159689,9.6525421
1,46,15,farm,Rural,5,10.049974,5.1059456,9.3011236
1,38,4,non farm,Rural,3,8.6004372,7.3098817,8.1108255
1,42,6,non farm,Rural,5,9.1616831,,8.7305307
1,41,9,non farm,Rural,4,9.0841379,7.4977617,8.4179201
1,54,4,non farm,Rural,7,9.1584997,6.7844572,8.6300478
1,30,3,farm,Rural,5,9.2732506,8.070281,8.8599691
2,86,0,farm,Rural,1,8.130559,,7.4675498
2,40,8,farm,Rural,3,9.7224045,7.6211953,9.0019169
1,37,16,farm,Rural,4,9.6328764,7.2977681,9.3259344
1,40,6,farm,Rural,5,9.6154242,8.3332701,8.994091
1,25,4,farm,Rural,4,8.8169069,7.9120569,8.2811127
1,64,3,farm,Rural,8,10.186433,3.9512436,9.2410011
1,51,3,farm,Rural,5,9.5654297,7.7744355,8.8510628
1,33,9,farm,Rural,7,10.18668,8.7993603,9.5332851
1,32,7,farm,Rural,5,9.6094961,6.7393365,9.0705061
1,39,4,farm,Rural,4,8.8014469,,8.1218729
1,48,2,farm,Rural,7,10.266755,7.3185396,9.4699726
2,49,3,non farm,Rural,2,9.3635273,7.2189097,8.890893
1,74,3,non farm,Rural,3,9.0154171,8.4784527,8.33599
1,49,6,farm,Rural,8,9.8116789,6.921658,9.1317549
1,26,5,farm,Rural,3,8.5540342,,8.2448406
2,50,0,farm,Rural,3,8.4891062,6.4769726,8.0847197
2,60,1,farm,Rural,3,9.381115,7.1701198,8.6971865
1,21,4,non farm,Rural,4,8.9866695,,8.4878874
1,34,3,farm,Rural,4,9.076086,6.8134446,8.8186293
1,55,12,farm,Rural,10,9.7837305,7.1701198,9.0438128
1,55,6,farm,Rural,10,10.600923,7.5207763,9.5337353
1,53,11,farm,Rural,6,9.499485,,8.8488007
2,65,2,non farm,Rural,2,9.3527241,,9.1305637
1,67,4,non farm,Rural,3,8.8292122,5.655992,8.4190407
2,66,0,non farm,Rural,1,8.9816618,,8.5085707
2,46,8,farm,Rural,3,9.173151,2.7725887,8.7141914
1,29,5,non farm,Rural,6,9.2072363,6.7569323,8.8482342
1,41,7,non farm,Rural,7,9.3004141,6.3716121,8.6924391
1,51,12,non farm,Rural,8,10.654501,9.2191019,9.6062269
1,35,8,non farm,Rural,6,9.7235928,8.7502079,9.3404503
1,42,8,non farm,Rural,5,9.9533272,7.0867381,9.039403
2,53,5,non farm,Rural,3,9.2702665,7.1701198,8.8803978
1,42,8,farm,Rural,8,10.163252,7.2377782,9.7090197
1,39,11,non farm,Rural,5,9.3187914,6.8276291,8.8226242
1,41,9,non farm,Rural,9,10.715711,7.624619,9.0426931
2,71,0,non farm,Rural,2,8.2586203,7.1701198,7.398612
1,36,4,non farm,Rural,5,9.6421652,7.988543,9.1367998
1,67,0,farm,Rural,2,8.1036329,6.253829,7.6468735
1,66,5,non farm,Rural,4,9.6241407,7.4324837,9.4045458
1,36,9,non farm,Rural,6,9.2209187,7.7231202,8.2110415
1,38,5,non farm,Rural,6,9.0168085,,8.72194
1,31,5,farm,Rural,5,9.5191317,5.2729998,9.1264458
1,38,10,non farm,Rural,4,9.072525,7.1996784,8.5570126
1,30,0,non farm,Rural,5,9.1426897,,8.9236546
1,40,11,non farm,Rural,6,10.182416,8.0662079,9.19736
1,38,5,non farm,Rural,3,9.7871256,5.5606818,8.8852749
1,48,7,non farm,Rural,11,10.971913,7.6629376,9.839983
1,40,9,non farm,Rural,5,10.030509,4.8675346,9.3623514
1,63,16,non farm,Rural,2,9.0071888,3.4011974,8.5036507
1,42,10,farm,Rural,6,9.2826843,7.4994235,8.724925
2,40,11,farm,Rural,3,9.3949919,,8.7789145
2,42,2,non farm,Rural,4,9.7895861,,8.872858
1,35,7,farm,Rural,4,10.172358,5.0106354,9.5955677
1,49,11,non farm,Rural,9,9.6739302,7.5207763,9.3049564
1,41,8,non farm,Rural,5,9.4989653,,9.1033688
1,56,6,non farm,Rural,8,10.011438,6.9304948,9.5348225
1,44,11,non farm,Rural,6,9.7249956,8.4454823,8.9809132
1,43,6,farm,Rural,9,10.43174,6.1202974,9.8515301
1,69,5,farm,Rural,4,9.4576187,6.5366917,9.0705557
1,45,8,non farm,Rural,7,9.7380342,6.0867748,9.1915188
1,56,0,farm,Rural,6,9.909483,6.253829,9.2436762
1,42,5,non farm,Rural,3,9.4623518,,9.1739931
1,38,14,non farm,Rural,6,9.8751688,6.0112672,9.0941792
1,40,11,non farm,Rural,5,9.9674835,5.2983174,9.2141771
1,34,6,non farm,Rural,7,10.525649,8.7290735,9.7771721
2,61,3,non farm,Rural,4,8.9558144,6.84588,8.451232
1,37,10,non farm,Rural,6,9.0161352,4.356709,8.4366226
1,34,6,non farm,Rural,6,10.033242,7.6708946,9.6903696
1,64,14,non farm,Rural,5,10.054166,8.1217775,9.7763348
1,30,6,non farm,Rural,4,9.4349289,5.3844953,8.4343958
1,31,7,farm,Rural,4,10.068856,5.2729998,9.5321198
2,60,1,non farm,Rural,3,8.8424778,7.3664451,8.1745539
1,31,4,non farm,Rural,4,9.736928,5.4553213,8.9108305
2,37,9,non farm,Rural,4,10.167714,,9.449296
1,57,5,non farm,Rural,9,9.5876532,6.8875527,9.0870047
1,30,6,farm,Rural,4,9.8198767,8.3236084,8.6847296
2,69,5,non farm,Rural,5,9.9808083,6.590301,8.7191706
2,34,15,non farm,Rural,2,9.5522299,7.7450027,8.9298286
1,44,8,non farm,Rural,5,10.623367,5.480639,10.434908
1,33,2,non farm,Rural,5,9.1115408,5.8493247,8.524641
2,45,5,non farm,Rural,5,9.0369558,6.253829,8.6761093
2,63,2,non farm,Rural,4,9.1488018,7.0192966,8.7624397
1,72,2,non farm,Rural,7,9.1504364,6.8627577,8.5113983
1,39,7,farm,Rural,7,10.027021,6.5930448,9.2470741
1,39,4,farm,Rural,5,9.2769585,7.5755849,8.7115364
1,61,3,non farm,Rural,7,10.191923,6.8956828,9.0297604
1,41,17,non farm,Rural,1,8.2256403,,8.1256933
1,69,3,non farm,Rural,4,9.1800776,7.954021,8.5801735
1,30,4,non farm,Rural,4,9.0451164,5.5606818,8.6265554
1,38,7,farm,Rural,5,9.3687286,,8.860281
1,51,7,farm,Rural,10,10.843911,8.5822315,10.093735
1,62,0,farm,Rural,4,9.2056313,7.8399196,8.454318
1,36,7,farm,Rural,6,11.560949,4.8675346,11.383847
1,36,4,farm,Rural,7,9.710783,7.0900769,9.1655874
